name,long_name,positions,club,overall,pace,shooting,passing,dribbling,defending,physic,value_eur,age,height_cm
Gerson Armão,Gérson Adriano Gutierres Serra,"LB, LWB, LM",Internacional,78,79.0,67.0,71.0,71.0,74.0,78.0,15000000.0,21,186
Antônio Chiamuloira,A. Benjamin Chiamuloira Paes,"CB, LB",Internacional,78,68.0,48.0,60.0,54.0,79.0,75.0,14500000.0,21,182
Vincente Dourado,Vincente Filho Dourado Hermes,CB,Flamengo,78,58.0,29.0,63.0,58.0,77.0,84.0,13500000.0,25,190
Everticinho,Everton Jorge Simão Resende,"RB, RM, CM",RB Bragantino,78,78.0,71.0,71.0,76.0,74.0,74.0,15000000.0,21,176
C. Pavón,Cristian David Pavón,"LW, RW, LM",Boca Juniors,78,90.0,76.0,74.0,79.0,49.0,73.0,18500000.0,25,174
Albertinho Dutra,Alberto Marcelo Dutra Cirino,"LW, LM",São Paulo,78,81.0,72.0,81.0,80.0,23.0,50.0,14000000.0,29,175
J. Bowen,Jarrod Bowen,"RM, ST",West Ham United,78,76.0,74.0,73.0,79.0,44.0,65.0,21000000.0,24,175
Álex Moreno,Alexandre Moreno Lopera,"LB, LWB, LM",Real Betis Balompié,78,88.0,60.0,71.0,77.0,71.0,64.0,12500000.0,28,179
K. Toko Ekambi,Karl Brillant Toko Ekambi,"LW, ST",Olympique Lyonnais,78,85.0,78.0,71.0,77.0,25.0,70.0,14000000.0,28,185
M. Pašalić,Mario Pašalić,"CM, CAM",Atalanta,78,64.0,75.0,75.0,77.0,67.0,76.0,18000000.0,26,188
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,"CM, CAM",Flamengo,78,83.0,72.0,75.0,78.0,52.0,48.0,16500000.0,21,170
C. Izquierdoz,Carlos Roberto Izquierdoz,CB,Boca Juniors,78,51.0,52.0,54.0,54.0,79.0,84.0,9000000.0,32,185
L. Alario,Lucas Nicolás Alario,ST,Bayer 04 Leverkusen,78,63.0,78.0,58.0,74.0,30.0,75.0,14500000.0,28,184
Ayoze Pérez,Ayoze Pérez Gutiérrez,"RW, RM",Leicester City,78,77.0,73.0,72.0,80.0,58.0,67.0,15000000.0,27,178
Dani García,Daniel García Carrillo,CM,Athletic Club de Bilbao,78,41.0,69.0,71.0,74.0,78.0,83.0,11500000.0,31,180
S. Fofana,Seko Fofana,CM,Racing Club de Lens,78,76.0,71.0,72.0,78.0,72.0,79.0,17500000.0,26,185
L. Dubois,Léo Dubois,RB,Olympique Lyonnais,78,72.0,59.0,75.0,73.0,76.0,74.0,15000000.0,26,178
Sequeira,Nuno Miguel Ribeiro Cruz Jerónimo Sequeira,"LB, CB",SC Braga,78,70.0,59.0,69.0,72.0,77.0,79.0,12000000.0,30,184
S. Gigot,Samuel Gigot,CB,Spartak Moskva,78,67.0,38.0,63.0,60.0,78.0,79.0,16000000.0,27,187
L. Ajorque,Ludovic Ajorque,ST,RC Strasbourg Alsace,78,60.0,78.0,60.0,70.0,26.0,81.0,16500000.0,27,197
B. Santamaria,Baptiste Santamaría,"CDM, CM",Stade Rennais FC,78,60.0,62.0,71.0,74.0,76.0,74.0,15500000.0,26,183
M. Vecino,Matías Vecino Falero,"CM, CDM",Inter,78,65.0,71.0,75.0,77.0,76.0,73.0,13500000.0,29,187
R. Borré,Rafael Santos Borré Maury,ST,Eintracht Frankfurt,78,81.0,77.0,72.0,78.0,44.0,76.0,19000000.0,25,174
O. Watkins,Ollie Watkins,ST,Aston Villa,78,85.0,75.0,68.0,75.0,46.0,71.0,21000000.0,25,180
L. Olaza,Lucas René Olaza Catrofe,"LB, LWB, CB",Real Valladolid CF,78,77.0,71.0,74.0,74.0,74.0,72.0,15000000.0,26,175
M. Friedrich,Marvin Friedrich,CB,1. FC Union Berlin,78,64.0,41.0,57.0,53.0,81.0,76.0,15500000.0,25,192
R. Karsdorp,Rick Karsdorp,"RM, RB",Roma,78,87.0,64.0,74.0,77.0,76.0,78.0,16500000.0,26,184
Jony,Jonathan Rodríguez Menéndez,LM,Lazio,78,82.0,69.0,77.0,78.0,52.0,65.0,14000000.0,29,179
Á. Mena,Ángel Israel Mena Delgado,"RM, RW",Club León,78,81.0,74.0,72.0,82.0,45.0,49.0,9000000.0,33,168
Guilson Paiva,G. Pierre Paiva Souza,"RM, RW",Flamengo,78,83.0,69.0,75.0,78.0,42.0,68.0,15500000.0,25,173
Puado,Javier Puado Díaz,"LM, ST, CAM",RCD Espanyol de Barcelona,78,83.0,76.0,68.0,80.0,45.0,73.0,28000000.0,23,177
Fredditinho,Fred Claudinei Tófoli Vilela,ST,Palmeiras,78,73.0,80.0,63.0,74.0,39.0,76.0,9000000.0,33,188
Y. Fofana,Youssouf Fofana,"CM, CDM",AS Monaco,78,71.0,67.0,74.0,77.0,74.0,78.0,21500000.0,22,176
A. Gouiri,Amine Gouiri,"ST, LM",OGC Nice,78,79.0,80.0,75.0,79.0,44.0,70.0,29000000.0,21,180
Junior Firpo,Héctor Junior Firpo Adamés,"LB, LM",Leeds United,78,81.0,64.0,71.0,72.0,75.0,76.0,18500000.0,24,184
C. Baumgartner,Christoph Baumgartner,"CAM, LM, CM",TSG Hoffenheim,78,80.0,72.0,73.0,80.0,44.0,56.0,22500000.0,21,180
Luis Milla,Luis Milla Manzanares,"CDM, CM, CAM",Granada CF,78,72.0,70.0,76.0,74.0,74.0,75.0,17500000.0,26,175
Júnior Moraes,Aluísio Chaves Ribeiro Moraes Júnior,ST,Shakhtar Donetsk,78,79.0,79.0,60.0,77.0,27.0,68.0,7000000.0,34,176
De Frutos,Jorge de Frutos Sebastián,"RM, LM",Levante Unión Deportiva,78,83.0,70.0,74.0,81.0,37.0,59.0,22000000.0,24,176
J. David,Jonathan Christian David,ST,LOSC Lille,78,85.0,76.0,71.0,78.0,25.0,70.0,32000000.0,21,177
Jovane Cabral,Jovane Eduardo Borges Cabral,"LW, RW",Sporting CP,78,86.0,76.0,73.0,80.0,38.0,69.0,31000000.0,23,176
U. Račić,Uroš Račić,"CM, CDM",Valencia CF,78,66.0,75.0,75.0,74.0,78.0,81.0,28000000.0,23,193
R. Gravenberch,Ryan Jiro Gravenberch,"CM, CDM",Ajax,78,77.0,74.0,77.0,82.0,68.0,71.0,33000000.0,19,190
Matheus Bardeira,Matheus Jadson Bardeira Cunha,ST,Fortaleza,78,73.0,82.0,62.0,70.0,31.0,75.0,17000000.0,21,187
M. Greenwood,Mason Greenwood,"RM, ST",Manchester United,78,84.0,78.0,73.0,79.0,39.0,68.0,30500000.0,19,181
D. Vlahović,Dušan Vlahović,ST,Fiorentina,78,75.0,78.0,58.0,73.0,28.0,76.0,29000000.0,21,190
M. Caqueret,Maxence Caqueret,"CM, CDM",Olympique Lyonnais,78,73.0,58.0,72.0,81.0,72.0,69.0,31500000.0,21,174
Carlos Neva,Carlos Neva Tey,LB,Granada CF,78,78.0,52.0,63.0,74.0,75.0,68.0,19000000.0,25,174
E. Camavinga,Eduardo Camavinga,"CM, CDM",Real Madrid CF,78,72.0,65.0,76.0,80.0,75.0,77.0,29500000.0,18,182
W. Fofana,Wesley Fofana,CB,Leicester City,78,74.0,37.0,55.0,64.0,80.0,78.0,29000000.0,20,190
Nuno Mendes,Nuno Alexandre Tavares Mendes,"LWB, LB, LM",Paris Saint-Germain,78,85.0,57.0,68.0,74.0,74.0,72.0,29000000.0,19,176
F. Wirtz,Florian Richard Wirtz,"CAM, CM",Bayer 04 Leverkusen,78,72.0,68.0,76.0,83.0,51.0,59.0,29500000.0,18,176
A. Miranchuk,Aleksey Miranchuk,"CAM, ST",Atalanta,78,75.0,70.0,76.0,80.0,31.0,62.0,17500000.0,25,182
N. De la Cruz,Diego Nicolás De La Cruz Arcosa,"CM, CAM, LW",River Plate,78,84.0,75.0,77.0,81.0,69.0,67.0,22000000.0,24,167
B. Soumaré,Boubakary Soumaré,"CDM, CM",Leicester City,78,70.0,56.0,74.0,77.0,72.0,80.0,27000000.0,22,188
M. Pessina,Matteo Pessina,"CAM, CM, CF",Atalanta,78,70.0,70.0,74.0,78.0,67.0,72.0,28000000.0,24,183
N. Lang,Noa Noëll Lang,"LW, RW, CAM",Club Brugge KV,78,82.0,74.0,72.0,82.0,51.0,67.0,28500000.0,22,179
Prazeracinho,Jonathan Prazeres Conradi,LW,Flamengo,78,78.0,69.0,77.0,79.0,45.0,54.0,16500000.0,21,172
G. Montiel,Gonzalo Ariel Montiel,"RB, RWB",Sevilla FC,78,86.0,53.0,70.0,74.0,73.0,81.0,21000000.0,24,175
T. Abraham,Tammy Bakumo-Abraham,ST,Roma,78,70.0,78.0,62.0,72.0,31.0,70.0,31500000.0,23,196
Brahim,Brahim Abdelkader Díaz,"CAM, LW, LM",AC Milan,78,78.0,69.0,76.0,82.0,30.0,50.0,31500000.0,21,171
Y. Yazıcı,Yusuf Yazıcı,"CF, ST, CAM",LOSC Lille,78,67.0,76.0,79.0,80.0,47.0,72.0,20500000.0,24,185
J. Harrison,Jack Harrison,"LM, RM",Leeds United,78,83.0,71.0,72.0,79.0,42.0,68.0,22000000.0,24,175
W. Endo,遠藤 航,"CDM, CM",VfB Stuttgart,78,66.0,61.0,70.0,75.0,78.0,73.0,13500000.0,28,178
R. Le Normand,Robin Le Normand,CB,Real Sociedad,78,66.0,25.0,52.0,56.0,80.0,74.0,19000000.0,24,187
Y. Herrera,Yangel Clemente Herrera Ravelo,"CM, CDM, CAM",RCD Espanyol de Barcelona,78,63.0,70.0,73.0,75.0,77.0,74.0,22000000.0,23,184
Domingos Duarte,Domingos Sousa Coutinho Meneses Duarte,CB,Granada CF,78,56.0,35.0,58.0,54.0,80.0,78.0,17500000.0,26,190
I. Sarr,Ismaïla Sarr,"RW, RM, ST",Watford,78,94.0,76.0,67.0,80.0,22.0,67.0,31000000.0,23,185
Reinildo,Reinildo Isnard Mandava,LB,LOSC Lille,78,77.0,54.0,65.0,73.0,76.0,78.0,15000000.0,27,180
Luiz Felipe,Luiz Felipe Ramos Marchi,CB,Lazio,78,73.0,29.0,61.0,68.0,80.0,72.0,26000000.0,24,187
A. Barák,Antonín Barák,"CF, CM",Hellas Verona,78,66.0,76.0,77.0,78.0,62.0,72.0,18500000.0,26,190
I. Konaté,Ibrahima Konaté,CB,Liverpool,78,71.0,34.0,57.0,67.0,80.0,76.0,29500000.0,22,194
N. Zaniolo,Nicolò Zaniolo,"CAM, RM",Roma,78,83.0,74.0,71.0,80.0,61.0,82.0,31500000.0,21,190
A. Haidara,Amadou Haïdara,"CM, RM, LM",RB Leipzig,78,70.0,72.0,76.0,80.0,68.0,70.0,21000000.0,23,175
D. Zagadou,Dan-Axel Zagadou,CB,Borussia Dortmund,78,59.0,34.0,61.0,52.0,80.0,80.0,20500000.0,22,196
Pedro Neto,Pedro Lomba Neto,"LW, RW",Wolverhampton Wanderers,78,87.0,74.0,69.0,81.0,31.0,59.0,28500000.0,21,172
B. Bourigeaud,Benjamin Bourigeaud,"CM, LM",Stade Rennais FC,78,70.0,74.0,79.0,77.0,66.0,73.0,16000000.0,27,178
A. Young,Ashley Young,"LWB, LB",Aston Villa,78,72.0,66.0,74.0,77.0,73.0,68.0,4300000.0,35,175
F. Fabra,Frank Yusty Fabra Palacios,LB,Boca Juniors,78,86.0,61.0,71.0,78.0,70.0,78.0,12000000.0,30,174
J. Baumgartlinger,Julian Baumgartlinger,"CDM, CM",Bayer 04 Leverkusen,78,55.0,49.0,70.0,69.0,77.0,79.0,7000000.0,33,181
G. Kakuta,Gaël Kakuta,CAM,Racing Club de Lens,78,73.0,72.0,76.0,83.0,42.0,66.0,13500000.0,30,173
C. Kouyaté,Cheikhou Kouyaté,"CB, CDM",Crystal Palace,78,64.0,64.0,62.0,69.0,78.0,85.0,9500000.0,31,189
A. Dzyuba,Artem Dzyuba,ST,,78,65.0,78.0,69.0,71.0,29.0,86.0,,32,196
S. Nzonzi,Steven N'Kemboanza Mike Christopher Nzonzi,"CDM, CM",Roma,78,40.0,56.0,70.0,67.0,77.0,85.0,9500000.0,32,196
A. Budimir,Ante Budimir,ST,CA Osasuna,78,65.0,78.0,48.0,73.0,35.0,77.0,14000000.0,29,190
F. Caputo,Francesco Caputo,ST,U.C. Sampdoria,78,82.0,79.0,62.0,78.0,30.0,67.0,9000000.0,33,181
G. Bonaventura,Giacomo Bonaventura,"CM, CAM",Fiorentina,78,69.0,75.0,80.0,80.0,70.0,65.0,11500000.0,31,181
A. Westwood,Ashley Westwood,"CDM, CM",Burnley,78,58.0,62.0,80.0,74.0,74.0,75.0,10000000.0,31,175
Pedro,Pedro Eliezer Rodríguez Ledesma,"CF, RW",Lazio,78,74.0,73.0,77.0,84.0,40.0,52.0,9000000.0,33,169
C. Smalling,Chris Smalling,CB,Roma,78,64.0,47.0,58.0,60.0,79.0,79.0,9500000.0,31,194
D. Boyata,Anga Dedryck Boyata,CB,Hertha BSC,78,70.0,29.0,52.0,58.0,79.0,83.0,11500000.0,30,188
J. Pastore,Javier Matías Pastore,"CAM, CM",Elche CF,78,64.0,73.0,80.0,78.0,52.0,50.0,11000000.0,32,187
L. Rodríguez,Luis Alfonso Rodríguez Alanís,RB,Tigres U.A.N.L.,78,84.0,64.0,73.0,76.0,70.0,79.0,12000000.0,30,177
Kike García,Enrique García Martínez,ST,CA Osasuna,78,61.0,81.0,64.0,74.0,44.0,74.0,12000000.0,31,186
Escudero,Sergio Escudero Palomo,"LB, LM",Granada CF,78,69.0,63.0,74.0,71.0,78.0,71.0,10000000.0,31,176
Jaume Costa,Jaume Vicent Costa Jordá,"LB, RB",RCD Mallorca,78,73.0,61.0,71.0,73.0,77.0,68.0,7500000.0,33,171
R. Soriano,Roberto Soriano,"CAM, CM",Bologna,78,69.0,75.0,78.0,79.0,67.0,71.0,13500000.0,30,182
H. Seferović,Haris Seferović,ST,SL Benfica,78,72.0,78.0,67.0,72.0,48.0,84.0,14000000.0,29,189
Víctor Ruiz,Víctor Ruíz Torre,CB,Real Betis Balompié,78,50.0,42.0,65.0,60.0,79.0,78.0,9000000.0,32,185
Laguardia,Víctor Laguardia Cisneros,CB,Deportivo Alavés,78,50.0,46.0,55.0,52.0,80.0,78.0,9500000.0,31,185
A. Kolarov,Aleksandar Kolarov,"LB, CB",Inter,78,63.0,74.0,79.0,74.0,79.0,74.0,4300000.0,35,187
M. Darmian,Matteo Darmian,"RWB, LWB, RB",Inter,78,70.0,58.0,69.0,74.0,78.0,68.0,10000000.0,31,182
M. Sissoko,Moussa Sissoko,"CDM, CM",Watford,78,74.0,61.0,73.0,75.0,75.0,87.0,10000000.0,31,187
Marcelo,Marcelo Antônio Guedes Filho,CB,Olympique Lyonnais,78,42.0,46.0,60.0,56.0,78.0,85.0,4600000.0,34,191
Adama Traoré,Adama Traoré Diarra,"RW, RWB",Wolverhampton Wanderers,78,96.0,66.0,67.0,86.0,38.0,81.0,18500000.0,25,178
Negredo,Álvaro Negredo Sánchez,ST,Cádiz CF,78,59.0,81.0,64.0,72.0,36.0,77.0,6000000.0,35,186
F. Quagliarella,Fabio Quagliarella,ST,U.C. Sampdoria,78,61.0,83.0,74.0,79.0,30.0,63.0,4800000.0,38,180
L. Koscielny,Laurent Koscielny,CB,FC Girondins de Bordeaux,78,54.0,43.0,63.0,65.0,79.0,75.0,3700000.0,35,186
Falcao,Radamel Falcao García Zárate,ST,Rayo Vallecano,78,56.0,79.0,67.0,76.0,41.0,69.0,6000000.0,35,177
E. Lamela,Erik Lamela,"RM, CAM",Sevilla FC,78,70.0,77.0,79.0,81.0,53.0,68.0,14000000.0,29,184
A. Guardado,José Andrés Guardado Hernández,"CDM, CM, LM",Real Betis Balompié,78,64.0,68.0,80.0,79.0,73.0,69.0,4800000.0,34,169
V. Moses,Victor Moses,"RM, RWB",Spartak Moskva,78,76.0,69.0,74.0,80.0,70.0,70.0,13500000.0,30,177
C. Ansaldi,Cristian Daniel Ansaldi,"LWB, LB, LM",Torino F.C.,78,77.0,64.0,76.0,77.0,72.0,70.0,5000000.0,34,181
K. Boateng,Kevin-Prince Boateng,"CAM, CM, CF",Hertha BSC,78,69.0,78.0,77.0,80.0,66.0,74.0,6500000.0,34,185
F. Caicedo,Felipe Salvador Caicedo Corozo,"CF, ST",Genoa,78,74.0,78.0,70.0,75.0,44.0,80.0,11500000.0,32,183
Pedro León,Pedro León Sánchez Gil,"RM, LM",CF Fuenlabrada,78,55.0,77.0,86.0,77.0,45.0,58.0,6500000.0,34,183
Ángel,Ángel Luís Rodríguez Díaz,ST,RCD Mallorca,78,71.0,81.0,61.0,78.0,34.0,66.0,7000000.0,34,172
Miguel Veloso,Miguel Luís Pinto Veloso,"CM, CDM",Hellas Verona,78,46.0,70.0,83.0,76.0,66.0,71.0,5500000.0,35,180
Juan Mata,Juan Manuel Mata García,"CAM, RM",Manchester United,78,55.0,71.0,81.0,81.0,36.0,42.0,9000000.0,33,170
E. Capoue,Etienne Capoue,"CM, CDM",Villarreal CF,78,48.0,72.0,75.0,71.0,77.0,76.0,11000000.0,32,190
P. Diop,Papa Kouly Diop,"CDM, CM",UD Ibiza,78,39.0,66.0,68.0,68.0,78.0,87.0,4000000.0,35,179
R. Vormer,Ruud Willem Vormer,CM,Club Brugge KV,78,58.0,75.0,79.0,70.0,75.0,79.0,8500000.0,33,178
S. Coleman,Séamus Coleman,RB,Everton,78,66.0,65.0,73.0,76.0,78.0,70.0,9500000.0,32,177
Fransérgio,Fransérgio Rodrigues Barbosa,"CM, CAM",FC Girondins de Bordeaux,78,59.0,75.0,75.0,75.0,73.0,80.0,13500000.0,30,187
J. Hernández,Javier Hernández Balcázar,ST,LA Galaxy,78,68.0,76.0,63.0,75.0,31.0,66.0,9000000.0,33,175
J. Svensson,Jonas Svensson,RB,Adana Demirspor,78,79.0,60.0,72.0,75.0,73.0,82.0,12500000.0,28,170
Emerson,Emerson Palmieri dos Santos,"LB, LWB",Olympique Lyonnais,78,80.0,63.0,70.0,78.0,75.0,63.0,15000000.0,26,176
R. Saïss,Romain Saïss,"CB, CM",Wolverhampton Wanderers,78,58.0,56.0,69.0,70.0,79.0,77.0,9500000.0,31,188
J. Hector,Jonas Hector,"CDM, LB",1. FC Köln,78,59.0,60.0,75.0,75.0,76.0,75.0,10000000.0,31,185
Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,"RB, CB",Club Brugge KV,78,82.0,61.0,68.0,75.0,76.0,80.0,12500000.0,28,180
N. Aké,Nathan Aké,CB,Manchester City,78,76.0,53.0,70.0,71.0,80.0,75.0,16500000.0,26,180
F. Mollet,Florent Mollet,"CAM, CM",Montpellier Hérault SC,78,74.0,75.0,78.0,80.0,51.0,63.0,14000000.0,29,170
J. Nsame,Jean-Pierre Nsame,ST,BSC Young Boys,78,79.0,77.0,55.0,73.0,27.0,80.0,14500000.0,28,188
R. Ghezzal,Rachid Ghezzal,RM,Beşiktaş JK,78,71.0,69.0,81.0,80.0,28.0,55.0,14000000.0,29,182
R. Steffen,Renato Steffen,"LM, RM",VfL Wolfsburg,78,79.0,75.0,74.0,80.0,48.0,65.0,14000000.0,29,170
M. Halstenberg,Marcel Halstenberg,"CB, LB",RB Leipzig,78,63.0,66.0,73.0,71.0,76.0,80.0,12000000.0,29,188
J. McGinn,John McGinn,"CDM, CM",Aston Villa,78,70.0,73.0,75.0,78.0,71.0,80.0,16500000.0,26,178
William Carvalho,William Silva de Carvalho,"CDM, CM",Real Betis Balompié,78,40.0,60.0,75.0,68.0,74.0,84.0,12000000.0,29,187
M. Dembélé,Moussa Dembélé,ST,Olympique Lyonnais,78,78.0,77.0,63.0,73.0,30.0,82.0,20500000.0,24,183
N. Stanciu,Nicolae Claudiu Stanciu,"CAM, CM",SK Slavia Praha,78,72.0,75.0,80.0,80.0,59.0,68.0,14000000.0,28,170
Ricardo Esgaio,Ricardo Sousa Esgaio,"RWB, RB, RM",Sporting CP,78,74.0,67.0,75.0,78.0,70.0,69.0,12500000.0,28,173
T. Mings,Tyrone Mings,CB,Aston Villa,78,72.0,44.0,67.0,66.0,78.0,81.0,14000000.0,28,196
R. Zobnin,Roman Zobnin,"CDM, CM, RM",Spartak Moskva,78,76.0,64.0,74.0,77.0,76.0,72.0,15000000.0,27,182
J. Tah,Jonathan Tah,CB,Bayer 04 Leverkusen,78,67.0,27.0,55.0,57.0,79.0,81.0,17500000.0,25,195
Puertas,Antonio José Rodríguez Díaz,"RM, LM",Granada CF,78,78.0,76.0,72.0,77.0,44.0,75.0,14000000.0,29,183
F. Midtsjø,Fredrik Midtsjø,"CM, CDM",AZ Alkmaar,78,76.0,63.0,77.0,77.0,71.0,79.0,15000000.0,27,176
Thiago Mendes,Thiago Henrique Mendes Ribeiro,"CDM, CM",Olympique Lyonnais,78,72.0,67.0,76.0,77.0,74.0,75.0,12000000.0,29,177
B. Cristante,Bryan Cristante,"CDM, CB, CM",Roma,78,55.0,71.0,76.0,75.0,75.0,78.0,17500000.0,26,186
Carles Gil,Carles Gil de Pareja Vicent,"CAM, RM",New England Revolution,78,66.0,70.0,80.0,79.0,39.0,64.0,14000000.0,28,170
Roberto Torres,Roberto Torres Morales,"RM, LM, CM",CA Osasuna,78,67.0,78.0,79.0,76.0,65.0,72.0,11000000.0,32,178
Felipe Anderson,Felipe Anderson Pereira Gomes,"LM, CAM",Lazio,78,85.0,74.0,76.0,82.0,55.0,59.0,14000000.0,28,175
D. Vida,Domagoj Vida,CB,Beşiktaş JK,78,73.0,40.0,58.0,60.0,80.0,81.0,9000000.0,32,184
Moi Gómez,Moisés Gómez Bordonado,"LM, RM, CM",Villarreal CF,78,68.0,74.0,77.0,78.0,55.0,61.0,15000000.0,27,176
R. Barkley,Ross Barkley,"CAM, CM",Chelsea,78,69.0,73.0,77.0,78.0,57.0,72.0,16000000.0,27,189
Oriol Romeu,Oriol Romeu Vidal,"CDM, CM",Southampton,78,41.0,44.0,62.0,65.0,80.0,81.0,12000000.0,29,183
D. Praet,Dennis Praet,"CM, RM",Torino F.C.,78,67.0,72.0,78.0,79.0,63.0,66.0,15000000.0,27,181
Vitolo,Víctor Machín Pérez,"LM, RM",Getafe CF,78,76.0,76.0,76.0,77.0,41.0,72.0,11500000.0,31,185
H. Vanaken,Hans Vanaken,"CM, CAM",Club Brugge KV,78,47.0,78.0,79.0,75.0,59.0,73.0,14000000.0,28,195
D. Sidibé,Djibril Sidibé,"RB, CB",AS Monaco,78,74.0,62.0,74.0,74.0,74.0,79.0,12500000.0,28,182
M. Doherty,Matthew James Doherty,"RB, RWB",Tottenham Hotspur,78,68.0,64.0,73.0,75.0,75.0,76.0,12500000.0,29,182
L. Dunk,Lewis Dunk,CB,Brighton & Hove Albion,78,46.0,51.0,62.0,64.0,79.0,78.0,13000000.0,29,192
J. Vestergaard,Jannik Vestergaard,CB,Leicester City,78,32.0,48.0,62.0,49.0,79.0,82.0,13500000.0,28,199
P. Kadeřábek,Pavel Kadeřábek,"RWB, RB, RM",TSG Hoffenheim,78,74.0,43.0,73.0,73.0,72.0,79.0,12500000.0,29,182
Héctor Bellerín,Héctor Bellerín Moruno,"RB, RWB",Real Betis Balompié,78,83.0,51.0,69.0,77.0,73.0,65.0,17000000.0,26,178
D. Suárez,Damián Nicolás Suárez Suárez,RB,Getafe CF,78,73.0,69.0,73.0,74.0,76.0,77.0,7500000.0,33,173
J. Brooks,John Anthony Brooks,CB,VfL Wolfsburg,78,59.0,39.0,59.0,64.0,80.0,76.0,13500000.0,28,193
Mário Rui,Mário Rui Silva Duarte,LB,Napoli,78,80.0,49.0,73.0,79.0,71.0,64.0,12000000.0,30,170
Denis Suárez,Denis Suárez Fernández,"CM, LM, LW",RC Celta de Vigo,78,74.0,71.0,81.0,80.0,61.0,56.0,16000000.0,27,178
P. Bamford,Patrick Bamford,ST,Leeds United,78,73.0,78.0,67.0,73.0,42.0,77.0,15000000.0,27,185
A. Younes,Amin Younes,"CAM, CF, LM",Eintracht Frankfurt,78,74.0,68.0,74.0,86.0,38.0,59.0,15000000.0,27,168
Vieirundinho,Danilo Manuel Vieira Espíndola,CB,Santos,77,59.0,39.0,53.0,57.0,80.0,81.0,5000000.0,33,189
A. Lookman,Ademola Lookman,"LM, CAM, ST",Leicester City,77,85.0,73.0,68.0,82.0,29.0,62.0,16500000.0,23,174
T. Kadewere,Philana Tinotenda Kadewere,"RW, ST",Olympique Lyonnais,77,83.0,76.0,69.0,78.0,38.0,71.0,14000000.0,25,183
Sidney Pessinho,Sidney Adrián Pessoa Vidigal,"CDM, CM",Internacional,77,69.0,62.0,74.0,69.0,76.0,80.0,9000000.0,29,187
Muo Cadete,Murilo Kauê Cadete Teixeira,LM,Palmeiras,77,81.0,63.0,72.0,75.0,37.0,69.0,12500000.0,21,178
Nuno Padrenda,Nuno Ailton Padrenda Mendes,"ST, CAM",Clube Atlético Mineiro,77,82.0,73.0,77.0,82.0,52.0,70.0,12000000.0,25,180
Jadsinho Mei,Jadson José Meireles Correia,"CDM, CM",Flamengo,77,58.0,61.0,65.0,58.0,72.0,79.0,10500000.0,25,176
Victildinho,Victor Martin Maia Padilha,"RB, RM",Palmeiras,77,79.0,54.0,71.0,73.0,75.0,63.0,10500000.0,25,178
Rodrigo Vuarte,Rodrigo Éder Vuarte Ruiz,CDM,Clube Atlético Mineiro,77,65.0,65.0,70.0,63.0,76.0,77.0,9000000.0,29,179
Wagner Laranjo,Wagner Mauro Laranjo Coelho,"CDM, CM",Palmeiras,77,67.0,72.0,75.0,73.0,74.0,76.0,2100000.0,37,177
Andeson Trigo,Andeson Jaime Trigo Gonçalves,"LB, LM, CAM",Fluminense,77,82.0,63.0,75.0,77.0,71.0,64.0,5500000.0,33,175
Claudio Coíntra,Claudio Nuno Coíntra Calegari,"CAM, CF",Palmeiras,77,79.0,73.0,76.0,78.0,27.0,60.0,11500000.0,25,174
M. Almirón,Miguel Ángel Almirón Rejala,"CAM, CM, RM",Newcastle United,77,86.0,72.0,74.0,79.0,53.0,63.0,12000000.0,27,174
N. Nández,Nahitan Michel Nández Acosta,"CM, CDM, RM",Cagliari,77,77.0,67.0,72.0,77.0,76.0,83.0,15500000.0,25,172
Caio Henrique,Caio Henrique Oliveira Silva,"LB, LM",AS Monaco,77,72.0,54.0,74.0,75.0,73.0,59.0,14000000.0,23,179
L. Blas,Ludovic Blas,"CAM, RM",FC Nantes,77,74.0,72.0,75.0,81.0,58.0,65.0,16500000.0,23,180
R. Perraud,Romain Perraud,LB,Southampton,77,74.0,72.0,75.0,74.0,72.0,73.0,15500000.0,23,173
E. Palacios,Exequiel Alejandro Palacios,"CM, CDM, CAM",Bayer 04 Leverkusen,77,55.0,73.0,74.0,77.0,72.0,71.0,17000000.0,22,177
J. Justin,James Justin,"LWB, LB",Leicester City,77,82.0,50.0,69.0,73.0,73.0,70.0,15500000.0,23,183
Rafa Mir,Rafael Mir Vicente,ST,Sevilla FC,77,72.0,79.0,64.0,71.0,45.0,76.0,21500000.0,24,191
I. Diop,Issa Diop,CB,West Ham United,77,65.0,36.0,52.0,56.0,78.0,79.0,15000000.0,24,194
D. James,Daniel James,"RM, LM",Leeds United,77,95.0,72.0,70.0,76.0,46.0,63.0,16000000.0,23,171
F. Uduokhai,Ohis Felix Uduokhai,CB,FC Augsburg,77,67.0,39.0,54.0,60.0,80.0,72.0,14500000.0,23,193
S. Nakajima,中島 翔哉,LM,Portimonense SC,77,86.0,71.0,71.0,83.0,37.0,46.0,11500000.0,26,165
J. Ito,伊东 纯也,"RW, CF",KRC Genk,77,89.0,71.0,73.0,77.0,58.0,70.0,10500000.0,28,176
T. Adams,Tyler Shaan Adams,"CDM, RWB",RB Leipzig,77,81.0,48.0,70.0,73.0,74.0,75.0,15500000.0,22,175
