name,long_name,positions,club,overall,pace,shooting,passing,dribbling,defending,physic,value_eur,age,height_cm
Rafael Tolói,Rafael Tolói,CB,Atalanta BC,78,61,51,58,63,80,77,6500000,33,185
Renan Lodi,Renan Augusto Lodi dos Santos,LB,Al Hilal,78,74,69,76,77,73,71,15000000,26,173
Riquelme,Rodrigo Riquelme Reche,"LM,RM,LB",Atlético Madrid,78,86,74,74,79,50,59,19000000,24,174
Rodinei,Rodinei Marcelo de Almeida,"RB,RM",Olympiacos FC,78,81,65,71,78,71,77,9500000,32,177
Rubén García,Rubén García Santos,"RM,RW,ST",CA Osasuna,78,76,76,79,78,45,53,13500000,30,172
S. Ascacíbar,Santiago Ascacíbar,"CDM,CM",Estudiantes de La Plata,78,77,73,73,74,74,71,13000000,27,169
S. Berghuis,Steven Berghuis,"RW,CAM",Ajax,78,71,79,82,78,39,66,11000000,32,182
S. Beukema,Sam Beukema,CB,Bologna FC,78,51,55,61,62,79,76,16500000,25,188
S. Boey,Sacha Boey,RB,Bayern München,78,79,55,66,76,76,78,18000000,23,178
S. Dest,Sergiño Dest,"LB,RB",PSV,78,90,60,75,82,72,68,20000000,23,173
S. Fofana,Seko Fofana,"CM,CDM",Stade Rennais,78,71,76,74,76,72,84,13500000,29,185
S. Haller,Sébastien Haller,ST,FC Utrecht,78,56,78,63,75,51,73,14000000,30,191
S. Lukić,Saša Lukić,"CDM,CM",Fulham FC,78,60,69,76,75,76,78,13000000,27,183
S. Ricci,Samuele Ricci,"CM,CDM",Torino FC,78,73,60,75,79,74,72,28500000,22,181
Samu,Samuel Omorodion Aghehowa,ST,FC Porto,78,79,78,58,68,22,74,31000000,20,193
Sergio Gómez,Sergio Gómez Martín,"LM,CM,LB",Real Sociedad,78,74,73,80,79,71,65,20000000,23,173
T. Adams,Tyler Adams,CDM,AFC Bournemouth,78,79,50,68,72,77,75,16000000,25,175
T. Adarabioyo,Tosin Adarabioyo,CB,Chelsea FC,78,70,45,63,63,78,78,15500000,26,197
T. Chalobah,Trevoh Chalobah,"CB,RB",Chelsea FC,78,73,53,67,67,78,78,18000000,24,192
T. Lemar,Thomas Lemar,"CM,LM",Atlético Madrid,78,77,76,80,82,67,62,14000000,28,171
T. Livramento,Tino Livramento,RB,Newcastle United,78,83,50,71,79,74,73,27000000,21,181
T. Minamino,Takumi Minamino,"LM,CAM",AS Monaco,78,77,74,75,81,40,64,14000000,29,172
T. Mings,Tyrone Mings,CB,Aston Villa,78,62,44,67,64,78,79,9500000,31,196
T. Mitchell,Tyrick Mitchell,"LB,LM",Crystal Palace,78,76,41,68,73,76,70,17000000,24,175
T. Tomiyasu,Takehiro Tomiyasu,"RB,LB",Arsenal FC,78,69,33,68,72,79,79,15500000,25,188
Thierry Correia,Thierry Rendall Correia,"RB,LB",Valencia CF,78,92,50,70,77,72,71,17000000,25,176
Tomás Araújo,Tomás Lemos Araújo,"CB,RB",SL Benfica,78,82,30,69,72,77,78,29500000,22,187
Tuta,Lucas Silva Melo,"CB,CDM",Eintracht Frankfurt,78,72,49,66,73,78,76,16000000,24,185
Vieirundinho,Danilo Manuel Vieira Espíndola,CB,Botafogo,78,59,39,53,57,80,82,9000000,32,189
W. McKennie,Weston McKennie,"CM,CDM,CAM",Juventus FC,78,77,71,77,77,79,81,17500000,25,180
W. Weghorst,Wout Weghorst,ST,Ajax,78,57,77,61,68,58,86,12000000,31,197
W. Zaha,Wilfried Zaha,"LW,LM,ST",Charlotte FC,78,83,75,73,80,37,72,11500000,31,180
Wellington Sabrão,Wellingt. Edson Sabrão Rolim,"RB,LB",Flamengo,78,92,56,68,73,72,70,9500000,32,169
Yan Couto,Yan Bueno Couto,"RB,RM",Borussia Dortmund,78,81,61,77,83,69,63,21000000,22,168
Zervandro,A. Zervandro Chiamuloira Paes,"CB,LB",Internacional,78,68,48,60,54,79,74,14000000,24,182
Álvaro Carreras,Álvaro Fernández Carreras,LB,SL Benfica,78,85,63,74,77,71,79,30000000,21,186
Óscar Valentín,Óscar Valentín Martín Luengo,"CDM,CM",Rayo Vallecano,78,65,50,67,68,76,77,12000000,29,177
A. Barák,Antonín Barák,"CM,CAM",Kasımpaşa SK,77,69,77,78,78,65,73,10500000,29,190
A. Belotti,Andrea Belotti,ST,SL Benfica,77,69,76,58,75,38,80,10500000,30,181
A. Caci,Anthony Caci,"RB,RM,LM",1. FSV Mainz 05,77,69,56,72,72,75,74,10000000,27,185
A. Disasi,Axel Disasi,"CB,RB",Aston Villa,77,56,48,60,58,77,81,11000000,26,190
